H011,SI_SP_SYS,ZEBO_PURCH_ORD,,SI11,1597,0002061537,2,EUR,20120813,20120813,SI01,521
L011,7LJU,03020010,9908LJ1,010,,,12999,1,EA,590300,Gorivo tovornih vozil
L011,7LJU,03020010,9908LJ1,112,,,6033,1,EA,590300,Gorivo tovornih vozil
H011,SI_SP_SYS,ZEBO_PURCH_ORD,,SI11,1598,0002061537,1,EUR,20120813,20120813,SI01,521
L011,7LJU,03025010,9908LJ1,304,,,35756,1,EA,590400,Gorivo osebnih vozil
H011,SI_SP_SYS,ZEBO_PURCH_ORD,,SI11,1599,0002061537,1,EUR,20120813,20120813,SI01,521
L011,7LJU,03025010,9908LJ1,500,,,11985,1,EA,590400,Gorivo osebnih vozil
H011,SI_SP_SYS,ZEBO_PURCH_ORD,,SI11,1600,0002061537,1,EUR,20120813,20120813,SI01,521
L011,7LJU,03025010,9908LJ1,600,,,17601,1,EA,590400,Gorivo osebnih vozil
H011,SI_SP_SYS,ZEBO_PURCH_ORD,,SI11,1602,0002061537,1,EUR,20120813,20120813,SI01,521
L011,7LJU,03025010,9908LJ1,800,,,14252,1,EA,590400,Gorivo osebnih vozil
H011,SI_SP_SYS,ZEBO_PURCH_ORD,,SI11,1603,0002061537,0,EUR,20120813,20120813,SI01,521
